Saite uz resursu,Klase,Tēma,Nodarbība,Aktivitāte,Resursa nosaukums,Resursa apraksts,Resursa veids,Resursa apskates ilgums,Resursa veidotājs,Skola2030 vērtības,Skola2030 tikumi,"""e-TAP"" vērtības","""e-TAP"" tikumi",Komentāri
https://www.youtube.com/watch?v=Cjh10ddUu98,1. klase,Kopienas,3. nodarbība: Dzīvot daudzveidīgā kopienā,"2. aktivitāte. “Nenovērsies, atbalsti!”.","Nenovērsies, atbalsti!","""Nenovērsies, atbalsti!"" ir izglītojoša īsfilma par Dauna sindromu. Tomēr tā neaptver vienu šauru tēmu — filma atspoguļo iekļaujošas vides nozīmi, rosinot pārskatīt savus priekšstatus vai pat aizspriedumus.","Video - dokumentāla filma
;",12,"Filma pieder Žmonių su Dauno sindromu ir jų globėjų asociacija. Latviešu valodā ierunājis Andris Keišs. Ieskaņots studijā ""Marana Productions"". Tulkojusi Velga Polinska.",cieņa ,tolerance ,saskaņa; rūpes ,atvērtība jaunajam; draudzīgums ,
https://www.youtube.com/watch?v=dn1QdVaWN_Y,2. klase,Kaitīgas vielas,2. nodarbība: Kādi ir riski?,Papildmateriāli,Kas paliek plaušās pēc vienas cigaretes izsmēķēšanas??,"Kāda sieviete izdomājusi, kā bez vārdiem savam bērnam likt aizdomāties, ar reālu piemēru parādot, kas notiek ar cilvēka elpošanas orgāniem jau pēc vienas cigaretes izsmēķēšanas","Video - intervija, saruna
;",2,"YouTube kanāls  ""Be Aware""",dzīvība (veselība) ,atbildība; gudrība ,rūpes; atbildība; harmonija ,pārliecinātība; zinātkāre; kritiskā spriestspēja ,
https://www.youtube.com/watch?v=-fkKrIvF1SE,3. klase,Brīvprātīgais darbs,1. nodarbība: Kāpēc cilvēki veic brīvprātīgo darbu?,2. aktivitāte. Brīvprātīgo darbinieku stāsti ,Brīvprātīgais darbs - Dzīvo un strādā labi Pīterboro un Fenlandē,Kas ir brīvprātīgais darbs Pīterboro un Fenlendā — kā tas funkcionē. Izskaidro brīvprātīgā darba labumus. ,"Video - multiplikācijas īsfilma
;",6, Peterborough City Council ,cieņa; Latvijas valsts ,taisnīgums; solidaritāte; atbildība ,cilvēks kā persona; mīlestība; atbildība; saskaņa ,izpalīdzība; dāsnums; pašiniciatīva; līdzdalīgums; spēja sadarboties ,
https://www.youtube.com/watch?v=g75BTjHEKMQ,4. klase,Stress,2. nodarbība: Stresa pārvarēšana,2. aktivitāte. Kur es varu saņemt palīdzību? ,"""Ko darīt, ja ir panikas lēkmes?""","Kas ir panikas lēkmes un kas tās izraisa? Kā tās izpaužas? Vai panikas lēkmes apdraud veselību vai dzīvību? Ko darīt, ja ir panikas lēkmes? Vai panikas lēkmes gadījumā jāvēršas pie ārsta?  2017. gada 7. marta kanāla ""RigaTV24"" raidījumā ""Ko darīt, ja sāp?"" uz šiem jautājumiem atbildēja VC4 Neatliekamās medicīniskās palīdzības nodaļas ārsta palīgs Rustams Junusovs.","Video - dokumentāla filma
;",3, Medicīnas Kanāls ,dzīvība (veselība) ,līdzcietība; laipnība; gudrība; savaldība ,cilvēks kā persona; rūpes; harmonija; miers ,līdzjūtība; neatlaidība (noturība); pašiedziļināšanās; pašvadība ,
https://www.youtube.com/watch?v=gBIKAkLttNE&ab_channel=VinetaV%C4%ABtola,Pirmsskola (5 gadi),Ģimene,1. nodarbība: Mana ģimene,1. aktivitāte. Kādi cilvēki ir tavā ģimenē?,Pirkstu ģimene,"Dziesmiņa bērniem ""Pirkstu ģimene"". Izpilda bērnu studija ""Kukaiņi"" un Ainārs Ančevskis.","Video - dziesma
;",2,www.dziesmasberniem.lv ,ģimene ,laipnība ,mīlestība ,pateicīgums ,
https://www.youtube.com/watch?v=GBnGnbp7vlo,8. klase,Tava nākotne,2. nodarbība: Kas tevi dzīvē sagaida?,3. aktivitāte – otrs variants. Apstākļi un dzīve ,"RAIMONDS PAULS. Par slavu, sievu, politiku, šlāgeri, ordeņiem, taksistu, uztraukumu, dzeršanu, tautu",Intervija ar Raimondu Paulu par viņa dzīvi.,"Video - intervija, saruna
;",46,Rezervēts,dzīvība (veselība); ģimene; darbs; Latvijas valsts; kultūra ,drosme ,cilvēks kā persona; brīvība; patiesība ,pārliecinātība; pašiedziļināšanās; atklātība ,
https://www.youtube.com/watch?v=gBwEoQago7Q&ab_channel=Saarlanee4K,Pirmsskola (6 gadi),Drošība Internetā,3. nodarbība: Personīgās informācijas turēšana drošībā,1. aktivitāte. Personīgā informācija.,Ko nedrīkst teikt svešiniekam?,"Īss pantiņš bērniem no akcijas ""Supervaroņi"", kas vērš uzmanību uz to, ko neteikt svešiniekiem ineternetā.","Video - multiplikācijas īsfilma
;",1,Valsts policija,cieņa; brīvība ,gudrība; atbildība ,miers ,attapība; kritiskā spriestspēja ,"Iegūto informāciju iespējams papildināt ar video no drossinternets.lv materiāliem ""Aitu dzīve"". Piemēram - https://www.youtube.com/watch?v=OOE38auoppI&ab_channel=LatvijasDro%C5%A1%C4%81kainternetacentrs "
https://www.youtube.com/watch?v=gqhqhzwcFow ,6. klase,Kiberterorizēšana,1. nodarbība: Kas ir kiberterorizēšana,Ierosme,Kā atpazīt vardarbību internetā?,"Video skaidrots, kas ir vardarbība interneta vidē. Cik viegli kļūt par tās upuri un kā no tās iespējams izvairīties.","Video - dokumentāla filma
;",2,VBTAI,dzīvība (veselība); cieņa ,mērenība; gudrība; taisnīgums ,atbildība; cieņa; cilvēks kā persona ,kritiskā spriestspēja; attapība ,
https://www.youtube.com/watch?v=hOc7hdMYh6E,8. klase,Tava nākotne,1. nodarbība: Laba dzīve,3. aktivitāte.  “Labas dzīves” izpratne , Laba dzīve un jēga. Kārlis Freibergs. Eksperimentālās sarunas,"Saruna ar Kārli Freibergu par to, Kkas ir laba dzīve, cik lielā mērā tai pamatā ir izjūtas, kā pieņemt lēmumus, kā būt mierā, piedzīvojot radikālas izmaiņas, vai izglītības mērķis ir mācīt domāt.","Video - intervija, saruna
;",9, Eksperimentālās sarunas,brīvība ,atbildība; godīgums; gudrība ,cilvēks kā persona; rūpes; atbildība; patiesība; harmonija ,pašiniciatīva; pārliecinātība; kritiskā spriestspēja; atklātība ,
https://www.youtube.com/watch?v=hooMxqwysZM,1. klase,Uzturs,2. nodarbība: Ieguvumi no veselīga uztura,Ierosme. Ieguvumi no sabalansēta uztura.,"Vai bērni zina, kas ir veselīgs uzturs?","Video, kurā tiek noskaidrots vai bērni zina, kas ir veselīgs uzturs.","Video - intervija, saruna
;",4,LIDO,dzīvība (veselība) ,gudrība; mērenība ,rūpes; atbildība ,pašiedziļināšanās; kritiskā spriestspēja ,
https://www.youtube.com/watch?v=JHZkr7LKWXc&ab_channel=Br%C4%ABnumskapis-Topic ,Pirmsskola (6 gadi),Kopiena,3. nodarbība: Būt daudzveidīgā kopienā,2. aktivitāte. Laiks stāstiem. ,Dažādas audio pasakas.,"Izmantojiet audio paskas ""Trīs siventiņi"", ""Gudrais muļķītis"" un ""Neglītais pīlēns"", lai pamanītu dažādas līdzības un atšķirības starp draugiem, kā arī lai domātu par to, kā izrādīt cieņu un laipnību pret atšķirīgo.",Audio pasakas;,0,Dažādi,cieņa ,tolerance; laipnība ,cieņa; saskaņa ,empātija; pašiedziļināšanās ,"Trīs siventiņi (https://www.youtube.com/watch?v=rIZ4Z2Uj_84&ab_channel=PasakasarPrieku) , Pasaka par gudro muļķītī (https://www.youtube.com/watch?v=_3vC0Cw6fI8&ab_channel=Elzaspasakas), Neglītais pīlēns (https://www.youtube.com/watch?v=ahXRm_7GQrg&ab_channel=Kamol%C4%ABtis)"
https://www.youtube.com/watch?v=KWNr6VroF1w,8. klase,Tehnoloģijas,1. nodarbība: Gudra tehnoloģiju izmantošana,1. aktivitāte. Ko tehnoloģijas mums nodara? ,HomoTabletis,"Animācijā skaidrots, kas ir ''HomoTabletis"". Kā tehnoloģiju izmantošana no bērna dzimšanas var ietekmēt viņa veselību gan garīgo, gan fizisko. ","Video - multiplikācijas īsfilma
;",3,Centrs Dardedze,dzīvība (veselība) ,mērenība ,atbildība; saskaņa; rūpes ,kritiskā spriestspēja ,
https://www.youtube.com/watch?v=LOriHFVxKuI,3. klase,Viltus ziņas,1. nodarbība: Kas ir viltus ziņas?,Kopīgā noslēguma apspriede. Vai tas tiešām nav patiess? ,video “Baltimeli – viltus ziņas,"Video par viltus ziņām: definīcja, izcelsme un 10 padomi, kā lasot netikt apmānītam.","Video - dokumentāla filma
;",3, Goethe-Institut Rīgā ,brīvība; kultūra ,atbildība; gudrība ,cieņa; atbildība; patiesība ,zinātkāre; kritiskā spriestspēja; attapība ,
https://www.youtube.com/watch?v=Mo-e3OWmIC0&ab_channel=4studija ,8. klase,Fiziskā veselība,1. nodarbība: Uzturs,1. aktivitāte. Videoklips ,Ātri pagatavojamās nūdeles izraisa atkarību un ietekmē potenci,Video skaidrots ātri pagatavojamo makaronu ietekme uz cilvēka veselību un atkarības riski.,"Video - dokumentāla filma
;",4, 4 studija,dzīvība (veselība) ,atbildība ,rūpes; atbildība ,kritiskā spriestspēja ,
https://www.youtube.com/watch?v=N989KXM2QwA&ab_channel=MadaraVildere,1. klase,Uzturs,2. nodarbība: Ieguvumi no veselīga uztura,Ierosme. Ieguvumi no sabalansēta uztura.,Veselīgs uzturs.,Animēts video par veselīga uztura pamatprincipiem.,"Video - multiplikācijas īsfilma
;",3,Madara Vildere,dzīvība (veselība) ,mērenība; savaldība ,rūpes; atbildība ,pašiedziļināšanās; kritiskā spriestspēja ,
https://www.youtube.com/watch?v=Nu4_EGntg90,4. klase,Stress,"3. nodarbība: Atbalsts cilvēkiem, kas izjūt stresu",Ierosme. Slavenības atklājas ,Influenceri personiskos stāstos dalās sāpīgā pieredzē - Patrisha,"Iespēja saņemt tūlītēju palīdzību krīzes situācijā bērniem ir ārkārtīgi svarīga, jo nerunājot par saviem emocionālajiem pārdzīvojumiem un piedzīvoto, bērni uzkrāj traumas un negatīvo pieredzi, ar ko nākas dzīvot visu atlikušo dzīvi – to apliecina arī Latvijā pazīstamu influenceru un mākslinieku pieredzes stāsti, ko videoformātā piedāvā Valsts bērnu tiesību aizsardzības inspekcija. ","Video - intervija, saruna
;",5,Valsts bērnu tiesību aizsardzības inspekcija,dzīvība (veselība); cieņa ,līdzcietība; laipnība; atbildība; savaldība ,cilvēks kā persona; rūpes; harmonija; miers ,līdzjūtība; empātija; pārliecinātība; pašiedziļināšanās; draudzīgums ,
https://www.youtube.com/watch?v=o4AUaPhB1_k&ab_channel=L%C4%81smaReimane,8. klase,Tehnoloģijas,1. nodarbība: Gudra tehnoloģiju izmantošana,1. aktivitāte. Ko tehnoloģijas mums nodara? ,Jaunieši un modernās tehnoloģijas,Video redzami dažādi skolēnu citāti par tehnoloģiju izmantošanu ikdienā.,"Video - YouTube kanāls
;",2,(Ieteikumu nav) privātais profils,dzīvība (veselība) ,mērenība ,atbildība ,kritiskā spriestspēja; pašvadība ,
https://www.youtube.com/watch?v=oHrOBTGI1xs&ab_channel=DrogasLatvija,Pirmsskola (5 gadi),Mana veselība,1. nodarbība: Tīras rokas,1. aktivitāte. Roku mazgāšana.,Mācību video par pareizu roku mazgāšanu,"Pieaugušajiem labi zināms, ka bērni vislabāk informāciju uztver ar redzi vai dzirdi, tādēļ noderīgajam roku mazgāšanas plakātam būs „palīgs” – izglītojošs video par roku mazgāšanu.",Video - mācību īsfilma;,2,Drogas Latvija,dzīvība (veselība) ,atbildība; centība ,rūpes; atbildība ,pašiniciatīva; pašvadība ,
https://www.youtube.com/watch?v=oU2d1R0Xcpk,7. klase,Konfliktu risināšana,2. nodarbība: Kā konflikti var mainīt sabiedrību?,2. aktivitāte: Tautu varonība ,Baltijos kelias / Baltijas ceļš / Balti kett (1989),Video redzami dažādi dokumentālie kadri no Baltijas ceļa.,Video - dokumentālie kadri;,1,(Ieteikumu nav) privāts profils,brīvība; Latvijas valsts ,solidaritāte; drosme ,brīvība; mīlestība; miers; saskaņa ,apņēmīgums; neatlaidība (noturība) ,
https://www.youtube.com/watch?v=oVscx9BD2gc ,2. klase,Kiberterorizēšana,2. nodarbība - Kā kiberterorizēšana mūs ietekmē?,noslēguma apspriede: kur saņemt palīdzību,Drossinternets.lv - Kas mēs esam?,Drošāka interneta centra tīmekļa vietne - īss reklāmas video par pieejamiem resursiem ,"Video - multiplikācijas īsfilma
;",1,Drossinternets.lv,cieņa; Latvijas valsts ,atbildība; gudrība; drosme ,drošība; rūpes; atbildība; miers ,izpalīdzība; pašiniciatīva; kritiskā spriestspēja; līdzdalīgums ,
https://www.youtube.com/watch?v=PMH0RwtVb3A ,1. klase,Uzturs,1. nodarbība: Kas ir sabalansēts uzturs?,Papildmateriāli,Kā uzsākt sabalansēta uztura dzīvesveidu?,"Videosižets, kurā tiek pastāstīts, kā uzsākt sabalansēta uztura dzīvesveidu.","Video - intervija, saruna
;",25,"(Ieteikumu nav) kanāls ""VeseLīga""",dzīvība (veselība) ,atbildība; mērenība ,rūpes; atbildība ,pārliecinātība; kritiskā spriestspēja ,
https://www.youtube.com/watch?v=QkdAxlo0WSo ,1. klase,Uzturs,2. nodarbība: Ieguvumi no veselīga uztura,Papildmateriāli,Bērnu ēšanas paradumu ietekme uz veselību,"Bērnu ēsanas paradumu ietekme uz veselību tiek skaidrota  panorāmas videosižetā, kurā tiek atklāti arī eksperta ieteikumi par to, kā ēst veselīgāk, un no kuriem produktiem būtu jāizvairās.","Video - intervija, saruna
;",3,Rīta panorāma,dzīvība (veselība) ,atbildība; mērenība ,atbildība ,pašiedziļināšanās; kritiskā spriestspēja ,
https://www.youtube.com/watch?v=rWDACNsvuKI,2. klase,Kiberterorizēšana,2. nodarbība: Kā kiberterorizēšana mūs ietekmē?,Ierosme. Kiberterorizēšana ,"Mācību filma skolēniem ""Roberts"" ņirgāšanās profilaksei interneta vidē (2016)"," Slimību profilakses un kontroles centra mācību filma skolēniem ""Roberts"" par ņirgāšanos internetā.","Video - dokumentāla filma
;",23,SPKC,cieņa; kultūra ,tolerance; līdzcietība; laipnība; atbildība; gudrība ,cilvēks kā persona; cieņa; mīlestība; miers; saskaņa ,līdzjūtība; empātija; kritiskā spriestspēja; draudzīgums ,
https://www.youtube.com/watch?v=sCXsPg2Njmg,2. klase,Kaitīgas vielas,3. nodarbība: Pareiza izvēle,Papildmateriāli,"Kampaņas ""Spēks pateikt NĒ!"" reklāmas klips (ar subtitriem)","Lai mazinātu tabakas izstrādājumu un alkohola atkarību izplatību, Veselības ministrijas informatīvā kampaņa ""Spēks pateikt NĒ!” mudina sabiedrību atteikties no atkarību izraisošām vielām. Kampaņas mērķis ir samazināt tabakas izstrādājumu un alkohola popularitāti un lietošanu kā jauniešu vidū, tā arī sabiedrībā kopumā.","Video - dokumentāla filma
;",1,Veselības ministrija,dzīvība (veselība); brīvība ,atbildība; drosme; mērenība; savaldība ,cieņa; brīvība; atbildība; miers; patiesība ,pārliecinātība; apņēmīgums; kritiskā spriestspēja; pašvadība ,
https://www.youtube.com/watch?v=sIdZAKoqgKQ&ab_channel=Valstspolicija,Pirmsskola (6 gadi),Drošība Internetā,1. nodarbība: Internets ir lielisks,Ierosme. Internets ir visur. ,Kā internets var palīdzēt?,"""Supervaroņi internetā"" ir kampaņa, kuras laikā ir izveidoti pieci video, kas 5–8 gadus veciem bērniem māca izprast dažādas situācijas, ar kurām viņi varētu saskarties internetā, un aicina bērnus kļūt par pārliecinātiem un gudriem interneta lietotājiem.","Video - multiplikācijas īsfilma
;",1,Valsts policija,darbs ,atbildība; mērenība ,atbildība ,zinātkāre; attapība ,
https://www.youtube.com/watch?v=t5jl1cD1zLE&ab_channel=LatgalesRegionalaTV,7. klase,Brīvprātīgais darbs,2. nodarbība: Kā brīvprātīgais darbs var mani pilnveidot?,2. aktivitāte. Cilvēks-morālā autoritāte ,Gada brīvprātīgais 2015 – radošā apvienība jauniešiem “TREPES”,"Radošā apvienība jauniešiem “TREPES” darbojas jau 17 gadus un brīvprātīgais darbs ir viens no veidiem, kā tā īsteno savus mērķus un aktivitātes. Brīvprātīgie palīdz dažādām sabiedrības grupām – pensionāriem, bezpajumtniekiem, ieslodzītajiem, – paplašinot savu redzesloku, attīstot emocionālo inteliģenci, kā arī gūstot iespēju palīdzēt citiem.",Video - ziņu sižets;,2,Latvijas reģionālā televīzija,darbs; Latvijas valsts ,laipnība; atbildība ,rūpes; cieņa; atbildība ,izpalīdzība; empātija; dāsnums; pašiniciatīva; apņēmīgums ,
https://www.youtube.com/watch?v=T6iR7LG33tw&t=8s&ab_channel=Slim%C4%ABbuprofilaksesunkontrolescentrs,Pirmsskola (5 gadi),Mana veselība,1. nodarbība: Tīras rokas,1. aktivitāte. Roku mazgāšana.,Mistera Ziepiņa roku mazgāšanas dziesmiņa,"Noskatieties un kopīgi dziediet pareizai roku mazgāšanai veltīto dziesmiņu “Mistera Ziepiņa roku mazgāšanas dziesmiņa""! Tās mūzikas autors ir producents Kaspars Ansons, bet to iedziedājis mūziķis Intars Busulis. ","Video - dziesma
;",2,SPKC,dzīvība (veselība) ,centība; atbildība ,rūpes; atbildība ,pašvadība; līdzdalīgums ,
https://www.youtube.com/watch?v=TI0Qxix5sJc&ab_channel=RimiLatvija,Pirmsskola (6 gadi),Drošība Internetā,1. nodarbība: Internets ir lielisks,Ierosme. Internets ir visur.,Ko bērni var iemācīt vecākiem par internetu?,"Turpinoties sociālajai kampaņai “Supervaroņi internetā”, bērni dalās ar savām zināšanām par internetu. Tā kā viena no 5 superspējām ir zināt, kā internets var palīdzēt, “Rimi Bērniem” eksperts un kampaņas atbalstītājs Klāvs Smildziņš ir noskaidrojis, cik daudz bērni zina par internetu, un vai viņi ar savām zināšanām spēj palīdzēt saviem vecākiem.","Video - intervija, saruna
;",3,Rimi Latvija,ģimene; darbs ,atbildība; gudrība ,atbildība ,spēja sadarboties; zinātkāre ,
https://www.youtube.com/watch?v=TsVSUMr2TAY&ab_channel=PuMPuRS ,7. klase,Konfliktu risināšana,1. nodarbība: Kā rodas konflikti?,1. aktivitāte. Konflikta kāpinātājs ,PuMPuRS. 8. filma. Konflikti skolā. Šajā filmā uzzināsi - kas ir konflikts un kā to risināt!,"Filmā ir skaidrots, kas ir konflikts un kā to risināt. Praktiski paņēmieni darbam skolā un stundās.","Video - dokumentāla filma
;",7,Pumpurs,cieņa; darbs; ģimene ,tolerance; laipnība; savaldība ,cilvēks kā persona; cieņa; saskaņa; patiesība; atbildība ,empātija; draudzīgums; atklātība; izpalīdzība; pašiniciatīva; kritiskā spriestspēja ,
https://www.youtube.com/watch?v=UKtdBAJGK9I,7. klase,Konfliktu risināšana,2. nodarbība: Kā konflikti var mainīt sabiedrību?,2. aktivitāte: Tautu varonība ,"Atmostas Baltija, Bunda Jau Baltija, Ärgake Baltimaad, Baltic states, wake up","Resursā dziesma ""Atmostas Baltija"".","Video - dziesma
;",3,(Ieteikumu nav) privāts profils ,brīvība; Latvijas valsts ,solidaritāte; drosme ,mīlestība; brīvība; miers; saskaņa ,apņēmīgums; neatlaidība (noturība) ,
https://www.youtube.com/watch?v=vcEf1FXbl6c,3. klase,Brīvprātīgais darbs,2. nodarbība: Kā kļūt par brīvprātīgo?,1. aktivitāte. Darbs dzīvnieku patversmēs ,Kā norit brīvprātīgais darbs dzīvnieku patversmē?,"Brīvprātīgā Jeļena Daugavpils dzīvnieku patversmē darbojas jau gadu. Viss sācies negaidīti. Tagad viņa aktīvi izliek kaķu un suņu fotogrāfijas, kā arī video sociālajos tīklos. Tas palīdz atrast labdarus un jaunus saimniekus.","Video - dokumentāla filma
;",2, Dautkom latviski ,daba; Latvijas valsts ,līdzcietība; laipnība; atbildība ,rūpes; atbildība; saskaņa ,izpalīdzība; līdzjūtība; empātija; dāsnums; līdzdalīgums; spēja sadarboties ,
https://www.youtube.com/watch?v=vDlFPEoCnRo&ab_channel=Slim%C4%ABbuprofilaksesunkontrolescentrs ,Pirmsskola (5 gadi),Mana veselība,1. nodarbība: Tīras rokas,Ierosme. Baktērijas.,Par Janča punci un tīrām rokām,"Slimību profilakses un kontroles centrs izveidojis animācijas filmu, kas paredzēta pirmsskolas un sākumskolas vecuma bērniem par roku higiēnas nozīmi.","Video - multiplikācijas īsfilma
;",4,SPKC,dzīvība (veselība) ,gudrība; centība ,atbildība; rūpes ,pašiniciatīva; pašvadība ,
https://www.youtube.com/watch?v=vm5fhXa-30Q,Pirmsskola (5 gadi),Mana veselība,2. nodarbība: Veselīgs uzturs,Tikumu praktizēšanas iespējas,Ģimenes dienu veselīgās uzkodas,"Uztrua speciāliste Olga Ļubina stāsta, kā pagatavot veselīgas uzkodas visai ģimenei.","Video - YouTube kanāls
;",4,Rimi Latvija,dzīvība (veselība) ,centība ,rūpes; atbildība ,pašvadība; pašiniciatīva ,
https://www.youtube.com/watch?v=W3bc3tVs54k,8. klase,Fiziskā veselība,2. nodarbība: Fiziskās aktivitātes,4. aktivitāte. Laura Ikauniece ,Laura Ikauniece atgriežas daudzcīņā,Pēc pusotra gada daudzcīņas sacensībās atgriezusies Laura Ikauniece. Laiks no iepriekšējām olimpiskajām spēlēm viņai bijis pārbaudījumu pilns. Laura intervijā skaidro izaicinājumus un grūtības. ,"Video - intervija, saruna
;",8,Sporta Studija,dzīvība (veselība); darbs; Latvijas valsts ,atbildība; centība; drosme; mērenība ,cilvēks kā persona; rūpes; atbildība; patiesība; harmonija ,pārliecinātība; neatlaidība (noturība); apņēmīgums; kritiskā spriestspēja ,
https://www.youtube.com/watch?v=WbbmSteOQT0 .,Pirmsskola (5 gadi),Palīdzība,3. nodarbība: Pateicības izrādīšana,1. aktivitāte. Intervija.,Paliec Mājās Supervaroņ,"Paliec Mājās Supervaroņi ir animācijas stāsts bērniem par Koronas vīrusu un palikšanu mājās.  Kopā ar Viljamu un viņa māmiņu mēģinām paskaidrot bērniem un vecākiem kāpēc jāpaliek mājās, ko tas dos un kā tas palīdz visas situācijas uzlabošanai. Kā arī radošā veidā parādām kā bērni var piedalīties kā supervaroņi.","Video - multiplikācijas īsfilma
;",7,SPKC,dzīvība (veselība); cieņa ,atbildība; drosme ,cieņa; atbildība ,kritiskā spriestspēja; līdzdalīgums ,
https://www.youtube.com/watch?v=wXaURn4tYBs&ab_channel=VUGD,Pirmsskola (5 gadi),Palīdzība,2. nodarbība: Ārkārtas situācijas,1. aktivitāte. Kā mums jārīkojas.,Rīcība ārkārtas situācijā. Auto avārija.,Ākrārtas palīdzības izsaukšanas iespējas nepieciešamības gadījumā.,"Video - multiplikācijas īsfilma
;",1,VUGD,dzīvība (veselība) ,atbildība; drosme ,rūpes; atbildība ,pašiniciatīva; pašvadība ,Skatieties līdzīgus video par ārkārtas situācijām. ZĀDZĪBA - https://www.youtube.com/watch?v=s7pyGwvHcHg&ab_channel=VUGD  / UGUNSGRĒKS - https://www.youtube.com/watch?v=gIvfMcWiu1E&ab_channel=VUGD
https://www.youtube.com/watch?v=xA9c7Odf1ss,8. klase,Fiziskā veselība,2. nodarbība: Fiziskās aktivitātes,2. aktivitāte. Kā tu sporto? ,Video padoms - fiziskās aktivitātes vecuma grupā no 14 līdz 35 gadiem,"Video izveidots Veselības ministrijas un Slimību profilakses un kontroles centra organizētās kampaņas ""Veselības vasara"" ietvaros. Skaidrots kādas fiziskās aktivitātes nepieciešamas.","Video - intervija, saruna
;",5, Slimību profilakses un kontroles centrs,dzīvība (veselība) ,atbildība; mērenība ,rūpes; atbildība; harmonija ,pašiniciatīva; neatlaidība (noturība) ,
https://youtu.be/e2HAIsYggaM,2. klase,Kiberterorizēšana,2. nodarbība - Kā kiberterorizēšana mūs ietekmē?,noslēguma apspriede: kur saņemt palīdzību,"“Kad saukt palīgā pieaugušo, kam uzticies?” ","“Kad saukt palīgā pieaugušo, kam uzticies?” - ""Supervaroņi internetā"" ir sociālā kampaņa, kuras mērķis ir veicināt bērnu medijpratību un drošību internetā, informējot gan bērnus, gan pieaugušos par riskiem un iespējām interneta vidē. Kampaņas laikā ir izveidoti pieci video, kas 5–8 gadus veciem bērniem māca izprast dažādas situācijas, ar kurām viņi varētu saskarties internetā, un aicina bērnus kļūt par pārliecinātiem un gudriem interneta lietotājiem",Video - multiplikācijas īsfilma;,1,Valsts Policija,dzīvība (veselība); cieņa ,atbildība; gudrība; drosme ,cieņa; patiesība; miers; drošība ,pārliecinātība; kritiskā spriestspēja ,
https://youtu.be/e2HAIsYggaM,2. klase,Kiberterorizēšana,2. nodarbība: Kā kiberterorizēšana mūs ietekmē?,Papildus uzziņai,"īsfilma ""Kad saukt palīgā pieaugušo, kam uzticies?""","""Supervaroņi internetā"" ir sociālā kampaņa, kuras mērķis ir veicināt bērnu medijpratību un drošību internetā, informējot gan bērnus, gan pieaugušos par riskiem un iespējām interneta vidē. Kampaņas laikā ir izveidoti pieci video, kas 5–8 gadus veciem bērniem māca izprast dažādas situācijas, ar kurām viņi varētu saskarties internetā, un aicina bērnus kļūt par pārliecinātiem un gudriem interneta lietotājiem.","Video - multiplikācijas īsfilma
;",1, Valsts policija,kultūra; Latvijas valsts ,taisnīgums; gudrība; drosme ,cieņa; miers ,pašiniciatīva; pārliecinātība; kritiskā spriestspēja; atklātība ,
https://youtu.be/Jv_r5QdW5RA,Pirmsskola (5 gadi),Mana veselība,1. nodarbība: Tīras rokas,1. aktivitāte. Roku mazgāšana.,Kā pareizi mazgāt rokas?,"Sniedzot dažādus padomus, kā pasargāt sevi no #COVID19, mediķi nemitīgi uzsver un atgādina, cik būtiski ir mazgāt rokas. Un mazgāt rokas pareizi un pietiekami ilgi - vismaz 20 sekundes! Kā to pareizi darīt, parādīs Evelīna Līna Petroviča.",Video - mācību īsfilma.;,2,LTV ziņu dienests,dzīvība (veselība) ,atbildība ,atbildība ,pašiniciatīva; pašvadība ,
